archivo,empresa,fecha,descripcion,cantidad,precio_unitario,precio_total, pagina, fecha, empresa, descripcion, cantidad, precio_unitario, precio_total,_norm_archivo,pagina,filename_png
Proforma 0187-2022.pdf,Viva,10 / 05 / 2022,Mascarillas KN95 tipo fish,900.0,1.45,1305.0,,,,,,,,,,
Proforma 0188-2021.pdf,Siemens,15 / 06 / 2021,Box con regalos por el día del padre contiene: Caja de cartón color natural medida 30 x 30 x 10 cm con logo en vinil ploteado a 1 color negro ( SIEMENS ) Siemens,7.0,70.0,490.0,,,,,,,,,,
Proforma 0188-2022.pdf,Tecniflo SAC,10 / 05 / 2022,Tomatodo de plástico material  plástico PVC con logo a 2 colores. Traslúcido y cuerpo ergonómico. Capacidad: 860 ml. Medidas: Altura: 26.5 cm. Diámetro: 7.5 cm. Cumbra,300.0,12.7,3810.0,,,,,,,,,,
Proforma 0188-2022.pdf,Tecniflo SAC,10 / 05 / 2022,"Libreta con post-it anillada con logo a 1 color impreso Medidas: 15 x 12.5 cm. Descripción: Contiene 45 hojas Aprox. en color amarillo. Contiene 5 post it en colores: anaranjado, fucsia, amarillo, verde y rosado, y 1 lapicero ecológico con logo a 1 color . Cumbra",200.0,7.0,1400.0,,,,,,,,,,
Proforma 0189-2021.pdf,Aldeas Infantiles,17 / 06 / 2021,Lanyard sublimado a full color ambas caras a 2cm. longitud 30 cm. acabado cosido Frasco de alcohol 60ml. Con logo a 1 color impreso Aldeas infantiles,200.0,4.5,246.0,,,,,,,,,,
Proforma 0189-2022.pdf,Siemens,11 / 05 / 2022,Vacuna contra la influenza,1.0,254.24,254.24,,,,,,,,,,
Proforma 0189-2022.pdf,Siemens,11 / 05 / 2022,Fee tercerización,1.0,38.14,38.14,,,,,,,,,,
Proforma 0189-2023.pdf,Blue Marlin Beach Club,15 / 05 / 2023,Pendon en metal de acero galvanizado negro. Con banner 12 oz impreso a full color tira. Medida 2 x 1 mt Decame ron,2.0,210.0,420.0,,,,,,,,,,
Proforma 0189-2023.pdf,Blue Marlin Beach Club,15 / 05 / 2023,"Dípticos tamaño doblado 14 x 30, impreso full color en couché 300 grs. Decame ron",30.0,10.8,324.0,,,,,,,,,,
Proforma 0189-2023B.pdf,Blue Marlin Beach Club,18 / 05 / 2023,Pendon en metal de acero galvanizado negro. Con banner 12 oz impreso a full color tira. Medida 2 x 1 mt Decame ron,2.0,210.0,420.0,,,,,,,,,,
Proforma 0189-2023B.pdf,Blue Marlin Beach Club,18 / 05 / 2023,"Dípticos tamaño doblado 14 x 30, impreso full color en couché 300 grs. Laminado mte Decame ron",30.0,13.5,405.0,,,,,,,,,,
Proforma 019-2023.pdf,Aldeas Infantiles SOS Perú,12 / 01 / 2023,Stickers en rollo sin cortar Medida 33.5 cm x 14 cm Material vinil mate Aldeas infantiles,100.0,1.2,120.0,,,,,,,,,,
Proforma 019-2023B.pdf,Aldeas Infantiles SOS Perú,12 / 01 / 2023,Stickers en rollo sin cortar Medida 33.5 cm x 14 cm Material vinil mate Aldeas infantiles,100.0,1.2,120.0,,,,,,,,,,
Proforma 019-2023B.pdf,Aldeas Infantiles SOS Perú,12 / 01 / 2023,Servicio de pegado sobre latas,100.0,1.5,150.0,,,,,,,,,,
Proforma 0190-2021.pdf,VLH,17 / 06 / 2021,Vaso mug deportivo. Material plástico. Capacidad 430 ml. Medidas 16 cm. x 7.5 cm. x 6 cm. Con logo a 1 color impreso VLH,50.0,7.1,355.0,,,,,,,,,,
Proforma 0190-2022.pdf,Siemens,11 / 05 / 2022,Placas de aluminio grosor 1.2 mm Pintado en fondo blanco horneado con letras negras 24 diseños,25.0,28.5,712.0,,,,,,,,,,
Proforma 0191-2021.pdf,Eco Clean Perú SRL,17 / 06 / 2021,Lanyard poliéster sublimado a color entero Ancho 2cm. con gancho mosquetón de metal. Eco Clean Perú,10000.0,2.2,22000.0,,,,,,,,,,
Proforma 0191-2021.pdf,Eco Clean Perú SRL,17 / 06 / 2021,Frasco para alcohol. Capacidad 60 ml. Eco Clean Perú,10000.0,2.2,22000.0,,,,,,,,,,
Proforma 0191-2022.pdf,Teleperformance,12 / 05 / 2022,Reparación y mantenimiento Camara Canon 372024003011 Serie 7232007074 Servicios: 1)Mantenimiento y limpieza interna 2)Reparar la base y la comunicación con la placa principal. 3)Cambiar e instalar el conector del equipo. Garantia 06 meses por reparación Canon,1.0,550.0,550.0,,,,,,,,,,
Proforma 0191-2022.pdf,Teleperformance,12 / 05 / 2022,Mantenimiento tripode Comam MT20 Comam,1.0,200.0,200.0,,,,,,,,,,
Proforma 0192-2021.pdf,Blue Marlin Beach Club,17 / 06 / 2021,Traslado modulo Punto de origen Real Plaza centro Cívico Punto de entrega Real Plaza Salaverry Incluye seguro SCTR,1.0,250.0,250.0,,,,,,,,,,
Proforma 0192-2022.pdf,Teleperformance,12 / 05 / 2022,Oculus Quest 2 128gb Lentes De Realidad Virtual Vr - Pantalla LCD 1832 x 1920 por ojo - Refresh rate 90 Hz - Procesador Qualcomm Snapdragon XR2 - 6GB de RAM Oculus,1.0,2060.0,2060.0,,,,,,,,,,
Proforma 0193-2021.pdf,Concar,22 / 06 / 2021,Cinta sublimada a full color. Ancho 2cm. con broche de seguridad Concar,1000.0,3.7,3700.0,,,,,,,,,,
Proforma 0193-2022.pdf,Supermercados Peruanos S.A,13 / 05 / 2022,Pines metálicos con acabado alto relieve pintado.  Medida 2.5 cm. x 2.5 cm SPSA,100.0,8.5,850.0,,,,,,,,,,
Proforma 0193-2022.pdf,Supermercados Peruanos S.A,13 / 05 / 2022,Funda de pana SPSA,100.0,2.5,250.0,,,,,,,,,,
Proforma 0193-2022.pdf,Supermercados Peruanos S.A,13 / 05 / 2022,Plumon vinifan 47 negro Vinifan,100.0,1.7,170.0,,,,,,,,,,
Proforma 0193-2022.pdf,Supermercados Peruanos S.A,13 / 05 / 2022,Tarjeta de agradecimiento Impresión tira a full color En papel hilo 180 gr Tamaño A6 SPSA,100.0,1.3,130.0,,,,,,,,,,
Proforma 0193-2022.pdf,Supermercados Peruanos S.A,13 / 05 / 2022,Tarjeta en blanco con logo a 1 color impreso. Tamaño A6 SPSA,100.0,1.0,120.0,,,,,,,,,,
Proforma 0193-2022.pdf,Supermercados Peruanos S.A,13 / 05 / 2022,Bolso papel liner grueso con logo a 1 color impreso Asa troquelada Medidas 30 x 22 x 10 cm SPSA,100.0,2.5,250.0,,,,,,,,,,
Proforma 0193-2022.pdf,Supermercados Peruanos S.A,13 / 05 / 2022,Audífono triangular rojo con logo a 3 colores impreso Estuche plástico color blanco con tapa transparente. medidas: 6 cm por lado. SPSA,100.0,6.9,690.0,,,,,,,,,,
Proforma 0193-2022.pdf,Supermercados Peruanos S.A,13 / 05 / 2022,"Tomatodo metal con logo 3 colores material  acero  Inoxidable, con aplicación de jebe de color en la parte superior y tapa, asa de plástico del mismo color de jebe. Capacidad: 700 ml. Medidas: Altura: 25.5 cm. Diámetro: 6.5 cm. Presentación del producto: Individual, en caja de cartón blanca. SPSA",100.0,23.4,2340.0,,,,,,,,,,
Proforma 0193-2022.pdf,Supermercados Peruanos S.A,13 / 05 / 2022,"Tomatodo de acero  inoxidable con logo a 3 colores impreso, con tapa y asa de plástico color negro y sorbete interior Capacidad: 720 ml. Medidas: Altura: 25.5 cm. Diámetro: 7 cm. Presentación del producto: Individual, en caja de cartón blanca. SPSA",100.0,24.8,2480.0,,,,,,,,,,
Proforma 0193-2022B.pdf,Supermercados Peruanos S.A,19 / 05 / 2022,Pines metálicos con acabado alto relieve pintado.  Medida 2.5 cm. x 2.5 cm 2 diseños SPSA,100.0,8.5,850.0,,,,,,,,,,
Proforma 0193-2022B.pdf,Supermercados Peruanos S.A,19 / 05 / 2022,Funda de pana SPSA,100.0,2.5,250.0,,,,,,,,,,
Proforma 0193-2022B.pdf,Supermercados Peruanos S.A,19 / 05 / 2022,Plumon vinifan 47 negro Vinifan,100.0,1.7,170.0,,,,,,,,,,
Proforma 0193-2022B.pdf,Supermercados Peruanos S.A,19 / 05 / 2022,Tarjeta de agradecimiento Impresión tira a full color En papel hilo 250 gr Tamaño A6 SPSA,100.0,1.3,130.0,,,,,,,,,,
Proforma 0193-2022B.pdf,Supermercados Peruanos S.A,19 / 05 / 2022,Tarjeta en blanco con logo a 1 color impreso. En papel hilo 250 gr Tamaño A6 SPSA,300.0,1.0,300.0,,,,,,,,,,
Proforma 0194-2021.pdf,Siemens,10 / 06 / 2021,Muestra de impresión Bolsas transparentes con cierre hermético Zip medida 14’’ x 20 ‘’ con logo a 1 color impreso. SIEMEN S,1.0,45.0,45.0,,,,,,,,,,
Proforma 0194-2022.pdf,Siemens,13 / 05 / 2022,Cabeza de mascota Oso Panda Material interno esponja. Material externo peluche Medida estándar Imagen referencial,1.0,180.0,180.0,,,,,,,,,,
Proforma 0195-2021.pdf,Teleperformance,23 / 06 / 2021,Casaca colapsible Material tela mojada con logo estampado a 1 color Teleperfo rmance,74.0,95.2,7044.8,,,,,,,,,,
Proforma 0195-2021.pdf,Teleperformance,23 / 06 / 2021,Mug ecológico de corcho con logo a 1 color impreso. PARA BEBIDAS CALIENTES Y FRIAS Capacidad 450 ml.  Material: Tapa giratoria (rosca) de plástico y vaso con pared externa de corcho y pared interna de plástico (Doble pared). Medidas: 17 Teleperfo rmance,74.0,13.8,1021.2,,,,,,,,,,
Proforma 0195-2021.pdf,Teleperformance,23 / 06 / 2021,"Parlante bluetooth de bambú con logo a 1 color impreso material: bambú y metal. incluye cable usb. medidas: 6 cm de diamétro, 4.8 cm de alto. Teleperfo rmance",74.0,36.8,2723.2,,,,,,,,,,
Proforma 0195-2021.pdf,Teleperformance,23 / 06 / 2021,Lampara led con multipuerto usb con logo a 1 color impreso Material: plástico con cable de pvc. presenta cuatro entradas usb. luz blanca. medidas: 14.7 cm de largo. Teleperfo rmance,74.0,12.6,932.4,,,,,,,,,,
Proforma 0195-2021.pdf,Teleperformance,23 / 06 / 2021,Audifonos inalambrico i7s con logo a 1 color impreso - con caja blanca - medida: 6.5 x 5.5 cms. - alcance aprox. 10 mts. cargar 2 hs. actividad 4 hs. Teleperfo rmance,74.0,44.5,3293.0,,,,,,,,,,
Proforma 0195-2021.pdf,Teleperformance,23 / 06 / 2021,Pelotas antiestres con logo a 1 color impreso Diametro 6.3 cm Teleperfo rmance,74.0,3.7,273.8,,,,,,,,,,
Proforma 0195-2022.pdf,Tecniflo SAC,13 / 05 / 2022,Mug metálico con logo a 1 color impreso. Interior plástico. Capacidad 450 ml. Medidas 17 cm x 8 cm. Presentación caja cartón. Cumbra,400.0,7.1,2840.0,,,,,,,,,,
Proforma 0196-2021.pdf,Siemens,25 / 06 / 2021,Mascarillas 3 pliegues Presentación en bolsa de 50 unids.,11100.0,1.1,12210.0,,,,,,,,,,
Proforma 0196-2022.pdf,Teleperformance,16 / 05 / 2022,Pizarra rotafolio Medida 1 x 0.70 mts Parante de aluminio Sujetador de papelografo,2.0,315.0,630.0,,,,,,,,,,
Proforma 0197-2021.pdf,Aldeas Infantiles,25 / 06 / 2021,"Polos algodón 20/1 Color Turquesa Tallas: 4 Small, 4 Medium, 2 Large, 2 Extralarge Estampado a 1 color S (1) M(1) L (1) XL (1) S (1) M (1) L (1) XL (1) S (1) M (1) S (1) M (1) Aldeas infantiles",12.0,25.5,306.0,,,,,,,,,,
Proforma 0197-2022.pdf,Teleperformance,17 / 05 / 2022,"Juego de 03 maletas Set de 3 maletas de bodega Dukap Royal, 51, 61 y 71 cm, 4 ruedas, negro. Material plástico ABS Cierre con clave Dukap",1.0,730.0,730.0,,,,,,,,,,
Proforma 0197-2022B.pdf,Teleperformance,18 / 05 / 2022,Maleta de viaje grande 61 cm Capacidad 23 kg. Material plástico ABS Cierre con clave Altura 71 cm x Ancho 50 cm. x Profundidad 29 cm. Peso 4.5 kg. Dukap,1.0,330.0,330.0,,,,,,,,,,
Proforma 0197-2022C.pdf,Teleperformance,23 / 05 / 2022,"Juego de 03 maletas Set de 3 maletas de bodega Dukap Royal, 51, 61 y 71 cm, 4 ruedas, negro. Material plástico ABS Cierre con clave Colores disponibles Dukap",1.0,475.0,475.0,,,,,,,,,,
Proforma 0197-2023.pdf,Blue Marlin Beach Club,22 / 05 / 2023,Cerco de madera con sogas Madera huayruro para intemperie 17 listones de madera de 1.50 mtrs c/u ancho 3” x 3” aproximadamente 7.5 cm. 7 carteles de 60 cm x 30 cm x 1” grosor con grabado laser. Con base de madera huayruro de 40 x 40 aproximadamente Soga sisal 1”1/2 por 40 mtrs. Madera sellada varathane impregnante + acabado poliuretano Decame ron,1.0,7200.0,7200.0,,,,,,,,,,
Proforma 0197-2023.pdf,Blue Marlin Beach Club,22 / 05 / 2023,Letreros en madera huayruro para intemperie. Medida 20 x 40 cm con logo grabado laser. Con soga sisal delgada para colgar. Madera sellada varathane impregnante + acabado poliuretano. Decame ron,12.0,75.5,906.0,,,,,,,,,,
Proforma 0197-2023.pdf,Blue Marlin Beach Club,22 / 05 / 2023,Letreros en madera huayruro Medida 2 x 1mt. Letras impresas a full color en UV dtf. Madera sellada varathane impregnante + acabado poliuretano. Cartel aprox 0.7 x 1 mt. Decame ron,1.0,380.0,380.0,,,,,,,,,,
Proforma 0197-2023.pdf,Blue Marlin Beach Club,22 / 05 / 2023,Cartel de acero inoxidable con tubos de 2” Pintado con base epóxica en acabado gloss Con vinil laminado frontal. Medida Altura 2 mts. Ancho 1.16 mts Decame ron,1.0,1950.0,1950.0,,,,,,,,,,
Proforma 0197-2023.pdf,Blue Marlin Beach Club,22 / 05 / 2023,"Servicio de traslado de personal (02). Instalación, viáticos,hospedaje, seguros SCTR. Envío de productos hasta el destinatario en Tumbes punta sal",1.0,3500.0,3500.0,,,,,,,,,,
Proforma 0198-2021.pdf,Teleperformance,23 / 06 / 2021,SKULLCANDY AUDÍFONOS OVER EAR CRUSHER 3.0 – NEGRO Skullcand y,1.0,595.0,595.0,,,,,,,,,,
Proforma 0198-2021.pdf,Teleperformance,23 / 06 / 2021,AMAZON ALEXA ECHO DOT CON RELOJ 4TA GENERACIÓN BLANCO Amazon,1.0,480.0,480.0,,,,,,,,,,
Proforma 0198-2021.pdf,Teleperformance,23 / 06 / 2021,BEURER MASAJEADOR DE CUELLO 4D MG 153 Beurer,1.0,540.0,540.0,,,,,,,,,,
Proforma 0198-2021.pdf,Teleperformance,23 / 06 / 2021,Scooter Eléctrico L1 Scoop Motor:200W Bateria:Litio 24V / 4Ah Peso Max:100 kg. 20 km/h Autonomía:10 - 12 km Pantalla:No Freno: Electric and foot brake Luz:no Scoop,1.0,850.0,850.0,,,,,,,,,,
Proforma 0198-2021.pdf,Teleperformance,23 / 06 / 2021,SMARTWATCH XIAOMI MI Xiaomi,1.0,650.0,650.0,,,,,,,,,,
Proforma 0198-2022.pdf,Siemens Energy,17 / 05 / 2022,Mascarillas 3 pliegues Presentación en bolsa de 50 unids.,1750.0,1.1,1925.0,,,,,,,,,,
Proforma 0198-2023.pdf,Ferrosalt S.A.,22 / 05 / 2023,"Libreta ecológica con logo a 1 color impreso en lapicero y tapa Medidas: 14x 9 cm. Aprox. 50 hojas blancas rayadas; incluye 1 lapicero ecológico Presentación del producto: Individual, en bolsita plástica transparente. Ferrosalt",50.0,7.9,395.0,,,,,,,,,,
Proforma 0198-2023.pdf,Ferrosalt S.A.,22 / 05 / 2023,Lanyard sublimado a full color ancho 2 cm. Con gancho giratorio metalico Ferrosalt,50.0,3.1,155.0,,,,,,,,,,
Proforma 0199-2021.pdf,Teleperformance,28 / 06 / 2021,Vaso mug deportivo con logo a 1 color impreso.Material plástico. Capacidad 430 ml.Medidas 16 cm. x 7.5 cm. x 6 cm. Teleperfo rmance,100.0,6.5,650.0,,,,,,,,,,
Proforma 0199-2021.pdf,Teleperformance,28 / 06 / 2021,Mug metálico con logo a 1 color impreso. Interior plástico. Capacidad 450 ml. Medidas 17 cm x 8 cm. Presentación caja cartón. Teleperfo rmance,100.0,7.5,750.0,,,,,,,,,,
Proforma 0199-2021.pdf,Teleperformance,28 / 06 / 2021,Mouse inalámbrico con logo a 1 color impreso. Medidas 11.5 x 6 x 2.2 cm.Presentación en bolsa unitaria Teleperfo rmance,100.0,15.8,1580.0,,,,,,,,,,
Proforma 0199-2021.pdf,Teleperformance,28 / 06 / 2021,"Pack ecológico con logo a 1 color. Incluye 2 lapiceros,2 lapices, regla, tajador, borrador.Estuche cartón ecológico.Medidas 19 cm. x 3 cm. Teleperfo rmance",100.0,6.5,650.0,,,,,,,,,,
Proforma 0199-2022.pdf,Sky High,17 / 05 / 2022,"Tomatodo con logo a 2 colores impreso,material aluminio, con tapa de plástico negro y sujetador clip de metal del color del tomatodo.. Capacidad: 540 ml. Medidas: Altura: 20.5 cm. Diámetro: 6.5 cm. Presentación del producto: Individual, en caja de cartón blanca. Cumbra",200.0,13.75,2750.0,,,,,,,,,,
Proforma 020-2022.pdf,Siemens,18 / 01 / 2022,Botellas de agua San Mateo 600 ml Sin gas San Mateo,100.0,2.0,200.0,,,,,,,,,,
Proforma 0200-2021.pdf,Siemens  Energy,28 / 06 / 2021,Pack aniversario 5 años Incluye: 01 jaba de pino grande 01 botella de intipalka 370 ml. 01 trofeo de vidrio personalizado 17 cm. 01 copa de vino 01 vela aromática 01 chocolate linaje 01 tarjeta personalizada,1.0,240.0,240.0,,,,,,,,,,
Proforma 0200-2021.pdf,Siemens  Energy,28 / 06 / 2021,Pack de aniversario 10 años Incluye: 01 botella navarro correas 750 ml 01 set de lozas Premium 01 set de cuchillo y espátula para quesos 01 plato de quesos 01 queso gourmet 01 tarjeta personalidad 01 trofeo de vidrio personalizado,1.0,525.0,525.0,,,,,,,,,,
Proforma 0200-2021.pdf,Siemens  Energy,28 / 06 / 2021,Pack de aniversario 15 años. Incluye: 01 caja de madera con tapa deslizable 01 botella de pisco ocucaje 750 ml. 01 coctelera de acero 01 torito de pukara 01 medidor 01 trofeo de vidrio personalizado 01 tarjeta personalizada,1.0,350.0,350.0,,,,,,,,,,
Proforma 0200-2022.pdf,Teleperformance,17 / 05 / 2022,Kit de regalo que incluye: -Set de neceser de viaje material nylon medidas 22 x 18 x 10 cm con logo estampado a doble cara. Medida 22 x 18 x 10 -2 frascos de 30 ml. Con pulverizador con logo a 1 color impreso. -2 frascos para alcohol en gel con logo a 1 color impreso.Capacidad 50ml. -2 frascos para crema 30 gr con logo a 1 color impreso. Teleperfo mance,70.0,125.2,8794.0,,,,,,,,,,
Proforma 0200-2022.pdf,Teleperformance,17 / 05 / 2022,Servicio de entrega Puntos de entrega,1.0,11.0,20.0,,,,,,,,,,
Proforma 0201-2021.pdf,Teleperformance,30 / 06 / 2021,APPLE WATCH SE 44MM - SPACE GRAY Incluye entrega a domicilio Apple,1.0,1780.0,1780.0,,,,,,,,,,
Proforma 0201-2022.pdf,Teleperformance,18 / 05 / 2022,Tomatodo con tapa rosca con logo a 1 color impreso. Capacidad 500 ml. Teleperfo rmance,100.0,6.8,680.0,,,,,,,,,,
Proforma 0201-2022.pdf,Teleperformance,18 / 05 / 2022,Libreta ecológica material PU con logo a 1 color impreso. Medidas 9 x 14 cm. 80 hojas con marcador de elástico Teleperfo rmance,100.0,5.95,595.0,,,,,,,,,,
Proforma 0201-2022.pdf,Teleperformance,18 / 05 / 2022,Lapiceros de plástico con logo a 1 color impreso. Medidas 13.5 cm x 1.3 cm. Tinta azul. Teleperfo rmance,100.0,1.5,150.0,,,,,,,,,,
Proforma 0201-2022.pdf,Teleperformance,18 / 05 / 2022,Mochila publicitaria blanca medida 40 x 30.5 cm con logo a 1 color impreso. Material Notex Teleperfo rmance,100.0,4.5,450.0,,,,,,,,,,
Proforma 0201-2022.pdf,Teleperformance,18 / 05 / 2022,Pelotas antiestres con logo a 1 color impreso Teleperfo rmance,100.0,3.8,380.0,,,,,,,,,,
Proforma 0201-2022.pdf,Teleperformance,18 / 05 / 2022,Polos pique color morado algodón 24/1 con logo bordado frente y espalda. Teleperfo rmance,10.0,28.0,280.0,,,,,,,,,,
Proforma 0202-2021.pdf,Teleperformance,30 / 06 / 2021,JBL Parlante Bluetooth Flip 5. JBL,1.0,520.0,520.0,,,,,,,,,,
Proforma 0202-2021.pdf,Teleperformance,30 / 06 / 2021,"Trinx Bicicleta Montañera Aro 26"" Trinx",1.0,764.0,764.0,,,,,,,,,,
Proforma 0202-2021.pdf,Teleperformance,30 / 06 / 2021,Scooter Eléctrico L1 Scoop Motor:200W Bateria:Litio 24V / 4Ah Peso Max:100 kg. 20 km/h Autonomía:10 - 12 km Pantalla:No Freno: Electric and foot brake Luz:no Scoop,1.0,850.0,850.0,,,,,,,,,,
Proforma 0202-2022.pdf,Teleperformance,18 / 05 / 2022,Tomatodo metal para bebidas frias y calientes con logo a 1 color impreso. Capacidad 500 ml. Material acero inoxidable Teleperfo mance,16.0,37.6,601.6,,,,,,,,,,
Proforma 0202-2022.pdf,Teleperformance,18 / 05 / 2022,Servicio de entrega Puntos de entrega,1.0,11.0,20.0,,,,,,,,,,
Proforma 0203-2021.pdf,Siemens  Energy,01 / 07 / 2021,Pack de aniversario 15 años. Incluye: 01 caja de madera con tapa deslizable 01 botella de pisco ocucaje 750 ml. 01 coctelera de acero 01 torito de pukara 01 medidor 01 trofeo de vidrio personalizado 01 tarjeta personalizada,1.0,350.0,350.0,,,,,,,,,,
Proforma 0203-2021B.pdf,Siemens  Energy,01 / 07 / 2021,Pack de aniversario 15 años. Incluye: 01 caja de madera con tapa deslizable 01 botella de pisco ocucaje 750 ml. 01 coctelera de acero 01 torito de pukara 01 medidor 01 trofeo de vidrio personalizado 01 tarjeta personalizada,1.0,350.0,350.0,,,,,,,,,,
Proforma 0203-2021B.pdf,Siemens  Energy,01 / 07 / 2021,Entrega distrito cercano,1.0,12.0,12.0,,,,,,,,,,
Proforma 0204-2021.pdf,Siemens  Energy,01 / 07 / 2021,Pack aniversario 5 años Incluye: 01 jaba de pino grande 01 botella de intipalka 370 ml. 01 trofeo de vidrio personalizado 17 cm. 01 copa de vino 01 vela aromática 01 chocolate linaje 01 tarjeta personalizada,6.0,200.0,1200.0,,,,,,,,,,
Proforma 0204-2021.pdf,Siemens  Energy,01 / 07 / 2021,Pack de aniversario 10 años Incluye: 01 botella navarro correas 750 ml 01 set de lozas Premium 01 set de cuchillo y espátula para quesos 01 plato de quesos 01 queso gourmet 01 tarjeta personalidad 01 trofeo de vidrio personalizado,2.0,525.0,1050.0,,,,,,,,,,
Proforma 0204-2021.pdf,Siemens  Energy,01 / 07 / 2021,Pack de aniversario 15 años. Incluye: 01 caja de madera con tapa deslizable 01 botella de pisco ocucaje 750 ml. 01 coctelera de acero 01 torito de pukara,2.0,350.0,700.0,,,,,,,,,,
Proforma 0204-2022.pdf,Siemens Healthcare,19 / 05 / 2022,Banner Roll Up (80 x 200 cm). Impresión full color en lona 12 oz. Siemens Healthin eers,1.0,130.0,130.0,,,,,,,,,,
Proforma 0204-2022.pdf,Siemens Healthcare,19 / 05 / 2022,Imágenes impresas en lona 12 Oz Medida A2 Siemens Healthin eers,5.0,15.5,77.5,,,,,,,,,,
Proforma 0204-2022.pdf,Siemens Healthcare,19 / 05 / 2022,Tarjetas impresas a full color tira. Material cartulina hilo 180 gr. Siemens Healthin eers,75.0,1.1,82.5,,,,,,,,,,
Proforma 0205-2021.pdf,Siemens,01 / 07 / 2021,Sello con fecha modificable Medida 3 cm x 5 cm Shiny,1.0,77.0,77.0,,,,,,,,,,
Proforma 0205-2021.pdf,Siemens,01 / 07 / 2021,Sello con fecha modificable Medida 3 cm x 5 cm Trodat,1.0,84.0,84.0,,,,,,,,,,
Proforma 0205-2022.pdf,Unna,19 / 05 / 2022,"Talonarios LIQUIDACION DE TURNO BALANCIN (ADJUNTO) tamaño ½ OFICIO cada talonario es de 100 formatos con copia amarilla. Impresos a 1 color, en original más 1 autocopiativo (Amarilla). Norvial",200.0,17.6,3520.0,,,,,,,,,,
Proforma 0206-2021.pdf,Teleperformance,06 / 07 / 2021,Bicicleta Vintage Oicaih aro 26 - negro Oicaih,1.0,830.0,830.0,,,,,,,,,,
Proforma 0206-2022.pdf,Teleperformance,19 / 05 / 2022,Tomatodo deportivo de material aluminio. Capacidad 500 ml. Con logo grabado laser Teleperfo mance,277.0,16.5,4570.5,,,,,,,,,,
